sequence_id,method_id,start_convention,evaluator_contract,segment_id,window_start_s,window_end_s,count,error_series_source,endpoint_policy,status,h_rmse_m,position_3d_rmse_m,up_rmse_m,yaw_rmse_deg,roll_rmse_deg,pitch_rmse_deg,yaw_p95_absolute_deg,configuration_id,variant,data_mode,synthetic_data_used,semisynthetic_data_used,source_sha256,evaluator_invoked
BY2O,F04,FROZEN_V21_RUNTIME_CONFIG,evaluator_contract_v3,occlusion_primary,3369.94,3411.95,7612,<CLEAN_ROOT>/stages/CLEAN7_T5A_HEADING_SENSITIVITY/T5A_R/04_EVAL/v3/BY2O/F04/R5F/FROZEN_EVALUATOR/error_series.csv,CLOSED,AVAILABLE,0.026974178607830978,0.031285647676694076,0.01584883083962555,1.0351701650068426,0.9232999362774049,0.23808297583452992,1.7833452781753891,F04,R5F,real_raw_heading_sensitivity_outside_v21,False,False,a2ed0ccb0af94827d184d24a26067d036777bcc2b600ad7cf2fea97d9cad74d0,False
BY2O,F04,FROZEN_V21_RUNTIME_CONFIG,evaluator_contract_v3,occlusion_secondary,3495.94,3508.94,2754,<CLEAN_ROOT>/stages/CLEAN7_T5A_HEADING_SENSITIVITY/T5A_R/04_EVAL/v3/BY2O/F04/R5F/FROZEN_EVALUATOR/error_series.csv,CLOSED,AVAILABLE,0.04282194082989422,0.05789405209343466,0.03896155350288748,1.129737855158939,0.9148813716948517,2.216385869522213,2.023664395278057,F04,R5F,real_raw_heading_sensitivity_outside_v21,False,False,a2ed0ccb0af94827d184d24a26067d036777bcc2b600ad7cf2fea97d9cad74d0,False
BY2O,F02,FROZEN_V21_RUNTIME_CONFIG,evaluator_contract_v2,full,3186.0,3563.0,76548,<CLEAN_ROOT>/stages/CLEAN7_T5A_HEADING_SENSITIVITY/T5A_R/04_EVAL/v2/BY2O/F02/R5/FROZEN_EVALUATOR/error_series.csv,CLOSED,AVAILABLE,0.14602013131200858,0.3552858718863019,0.3238922228359821,2.309490986722553,1.8794633592686152,1.731210391662891,3.5627391812785363,F02,R5,real_raw_heading_sensitivity_outside_v21,False,False,2f1fc491c125068c38d2bc903e1d9738414161f72702e047e416775457f001e3,False
BY2O,F02,FROZEN_V21_RUNTIME_CONFIG,evaluator_contract_v2,occlusion_primary,3369.94,3411.95,7612,<CLEAN_ROOT>/stages/CLEAN7_T5A_HEADING_SENSITIVITY/T5A_R/04_EVAL/v2/BY2O/F02/R5/FROZEN_EVALUATOR/error_series.csv,CLOSED,AVAILABLE,0.13702850310906128,0.33730731409513176,0.3082197486822703,0.8630369665699419,1.73328225085985,0.2672726440689726,1.234501717712982,F02,R5,real_raw_heading_sensitivity_outside_v21,False,False,2f1fc491c125068c38d2bc903e1d9738414161f72702e047e416775457f001e3,False
BY2O,F02,FROZEN_V21_RUNTIME_CONFIG,evaluator_contract_v2,occlusion_secondary,3495.94,3508.94,2754,<CLEAN_ROOT>/stages/CLEAN7_T5A_HEADING_SENSITIVITY/T5A_R/04_EVAL/v2/BY2O/F02/R5/FROZEN_EVALUATOR/error_series.csv,CLOSED,AVAILABLE,0.13123936754652007,0.3562574357979421,0.3312032441980517,1.57921171453566,1.2102078650301331,2.506865933256535,2.7084295514750156,F02,R5,real_raw_heading_sensitivity_outside_v21,False,False,2f1fc491c125068c38d2bc903e1d9738414161f72702e047e416775457f001e3,False
BY2O,F02,FROZEN_V21_RUNTIME_CONFIG,evaluator_contract_v2,full,3186.0,3563.0,76548,<CLEAN_ROOT>/stages/CLEAN7_T5A_HEADING_SENSITIVITY/T5A_R/04_EVAL/v2/BY2O/F02/R5F/FROZEN_EVALUATOR/error_series.csv,CLOSED,AVAILABLE,0.14556376450129846,0.35510531183899674,0.32389963408513084,2.4083016174877407,1.8730519728892476,1.730839398185059,3.780659454248862,F02,R5F,real_raw_heading_sensitivity_outside_v21,False,False,068d163b00a5661fedad349a10427a32f835f9de3511daed99a8fecc3355fc5b,False
BY2O,F02,FROZEN_V21_RUNTIME_CONFIG,evaluator_contract_v2,occlusion_primary,3369.94,3411.95,7612,<CLEAN_ROOT>/stages/CLEAN7_T5A_HEADING_SENSITIVITY/T5A_R/04_EVAL/v2/BY2O/F02/R5F/FROZEN_EVALUATOR/error_series.csv,CLOSED,AVAILABLE,0.13635732661272215,0.33703963003519954,0.3082245799628829,0.8862759689859719,1.7214928221056118,0.2744496235095694,1.9372750793070652,F02,R5F,real_raw_heading_sensitivity_outside_v21,False,False,068d163b00a5661fedad349a10427a32f835f9de3511daed99a8fecc3355fc5b,False
BY2O,F02,FROZEN_V21_RUNTIME_CONFIG,evaluator_contract_v2,occlusion_secondary,3495.94,3508.94,2754,<CLEAN_ROOT>/stages/CLEAN7_T5A_HEADING_SENSITIVITY/T5A_R/04_EVAL/v2/BY2O/F02/R5F/FROZEN_EVALUATOR/error_series.csv,CLOSED,AVAILABLE,0.1298367945311559,0.35576281148411654,0.33122437232329005,1.7608525803877044,1.1986139408831835,2.509147717475704,3.068083152258009,F02,R5F,real_raw_heading_sensitivity_outside_v21,False,False,068d163b00a5661fedad349a10427a32f835f9de3511daed99a8fecc3355fc5b,False
BY2O,F04,FROZEN_V21_RUNTIME_CONFIG,evaluator_contract_v2,full,3186.0,3563.0,76548,<CLEAN_ROOT>/stages/CLEAN7_T5A_HEADING_SENSITIVITY/T5A_R/04_EVAL/v2/BY2O/F04/R5/FROZEN_EVALUATOR/error_series.csv,CLOSED,AVAILABLE,0.14651282741163424,0.3555339901021957,0.32394198480875686,2.433814932823714,1.5071123881620372,1.6950312543923702,3.709243297643519,F04,R5,real_raw_heading_sensitivity_outside_v21,False,False,ff112a994be6518ec11fdde5b1517d499867aec23142cd286907b7c4bf17272d,False
BY2O,F04,FROZEN_V21_RUNTIME_CONFIG,evaluator_contract_v2,occlusion_primary,3369.94,3411.95,7612,<CLEAN_ROOT>/stages/CLEAN7_T5A_HEADING_SENSITIVITY/T5A_R/04_EVAL/v2/BY2O/F04/R5/FROZEN_EVALUATOR/error_series.csv,CLOSED,AVAILABLE,0.13863174690062643,0.33921467326666627,0.30959301237381276,0.2325140820805299,0.9254165481929985,0.23955606161178272,0.46627058635888546,F04,R5,real_raw_heading_sensitivity_outside_v21,False,False,ff112a994be6518ec11fdde5b1517d499867aec23142cd286907b7c4bf17272d,False
BY2O,F04,FROZEN_V21_RUNTIME_CONFIG,evaluator_contract_v2,occlusion_secondary,3495.94,3508.94,2754,<CLEAN_ROOT>/stages/CLEAN7_T5A_HEADING_SENSITIVITY/T5A_R/04_EVAL/v2/BY2O/F04/R5/FROZEN_EVALUATOR/error_series.csv,CLOSED,AVAILABLE,0.14367073436265007,0.3598304448172487,0.32990403014373115,1.861542194198912,0.9135462390335425,2.216038378583514,3.0402240162203027,F04,R5,real_raw_heading_sensitivity_outside_v21,False,False,ff112a994be6518ec11fdde5b1517d499867aec23142cd286907b7c4bf17272d,False
BY2O,F04,FROZEN_V21_RUNTIME_CONFIG,evaluator_contract_v2,full,3186.0,3563.0,76548,<CLEAN_ROOT>/stages/CLEAN7_T5A_HEADING_SENSITIVITY/T5A_R/04_EVAL/v2/BY2O/F04/R5F/FROZEN_EVALUATOR/error_series.csv,CLOSED,AVAILABLE,0.14622914457912417,0.3554183331575215,0.3239432493819381,2.428852255862662,1.5063606323140457,1.6948440323920786,3.5629597593359614,F04,R5F,real_raw_heading_sensitivity_outside_v21,False,False,2bebb3d8b9377229d30acde7c15d07a2a4092dd1e735d0156f6f82b2a31c32dd,False
BY2O,F04,FROZEN_V21_RUNTIME_CONFIG,evaluator_contract_v2,occlusion_primary,3369.94,3411.95,7612,<CLEAN_ROOT>/stages/CLEAN7_T5A_HEADING_SENSITIVITY/T5A_R/04_EVAL/v2/BY2O/F04/R5F/FROZEN_EVALUATOR/error_series.csv,CLOSED,AVAILABLE,0.13810486332296823,0.33900015567821523,0.3095935275105059,1.0351701650068426,0.9232999362774049,0.23808297583452992,1.7833452781753891,F04,R5F,real_raw_heading_sensitivity_outside_v21,False,False,2bebb3d8b9377229d30acde7c15d07a2a4092dd1e735d0156f6f82b2a31c32dd,False
BY2O,F04,FROZEN_V21_RUNTIME_CONFIG,evaluator_contract_v2,occlusion_secondary,3495.94,3508.94,2754,<CLEAN_ROOT>/stages/CLEAN7_T5A_HEADING_SENSITIVITY/T5A_R/04_EVAL/v2/BY2O/F04/R5F/FROZEN_EVALUATOR/error_series.csv,CLOSED,AVAILABLE,0.14301430895006909,0.35957214247770825,0.3299076129487519,1.129737855158939,0.9148813716948517,2.216385869522213,2.023664395278057,F04,R5F,real_raw_heading_sensitivity_outside_v21,False,False,2bebb3d8b9377229d30acde7c15d07a2a4092dd1e735d0156f6f82b2a31c32dd,False
