sequence_id,case_id,configuration_id,method_id,variant,role,evaluator_contract,evaluation_status,failure_classification,data_mode,synthetic_data_used,semisynthetic_data_used,roll_rmse_deg,pitch_rmse_deg,delta_vs_frozen_roll_rmse_deg,delta_vs_frozen_pitch_rmse_deg,delta_vs_t5a_r5_roll_rmse_deg,delta_vs_t5a_r5_pitch_rmse_deg,frozen_source_table,frozen_source_line,source_nav_sha256,error_series_source,baseline3d_observability
BY2H,UNAVAILABLE,F02,F02,FROZEN_V21,FROZEN_COMPARATOR_UNCHANGED,evaluator_contract_v3,COMPLETED,NONE,real_raw,False,False,2.7837750386115134,1.8799417805283283,0E-16,0E-16,0.0014409607635310,-0.0026421392040977,<CLEAN_ROOT>/stages/CLEAN7_HEXT_EXTERNAL_SEQUENCES/08_AGGREGATE/HORIZONTAL_TABLE_V3_THREE_SEQUENCES.csv,7,a33650b9fee71bf78c9569fce34093cbb097b28a1cbec7ccbd3be54b0029a6ed,<CLEAN_ROOT>/stages/CLEAN6_SENSOR_MODEL_V21/RETAINED_RUNS/SEQUENCE_BY2H_F02/P13_cycle010_attempt01/v3/FROZEN_EVALUATOR/error_series.csv.gz,NOT_APPLICABLE
BY2H,UNAVAILABLE,F02,F02,T5A_R5,T5A_R5_COMPARATOR_UNCHANGED,evaluator_contract_v3,COMPLETED,NONE,real_raw,False,False,2.7823340778479824,1.882583919732426,-0.0014409607635310,0.0026421392040977,0E-16,0E-15,<CLEAN_ROOT>/stages/CLEAN7_HEXT_EXTERNAL_SEQUENCES/08_AGGREGATE/HORIZONTAL_TABLE_V3_THREE_SEQUENCES.csv,7,c3189004dc4b2cbd0ac9e3f35a8a7be9509141b135b5296d46203f1a8adcec59,<T5A_SCRATCH>/04_EVAL/v3/BY2H/F02/R5/FROZEN_EVALUATOR,NOT_APPLICABLE
BY2H,UNAVAILABLE,F02,F02,B3,SENSITIVITY_OUTSIDE_FROZEN_CHAIN,evaluator_contract_v3,COMPLETED,NONE,real_raw,False,False,1.6327088705487123,1.7663631070856733,-1.1510661680628011,-0.1135786734426550,-1.1496252072992701,-0.1162208126467527,<CLEAN_ROOT>/stages/CLEAN7_HEXT_EXTERNAL_SEQUENCES/08_AGGREGATE/HORIZONTAL_TABLE_V3_THREE_SEQUENCES.csv,7,232036152b24fd4d5ed0e84c0e2f5f90834d13db0b126a8f222b8962238d6fca,<T5BC_SCRATCH>/06_EVAL/v3/BY2H__F02__B3__SEQUENCE/FROZEN_EVALUATOR,Two rotation directions; rotation about the baseline axis unobservable
BY2H,UNAVAILABLE,A04,A04,FROZEN_V21,FROZEN_COMPARATOR_UNCHANGED,evaluator_contract_v3,COMPLETED,NONE,real_raw,False,False,1.835168382951697,1.6592873174582772,0E-15,0E-16,UNAVAILABLE,UNAVAILABLE,<CLEAN_ROOT>/stages/CLEAN7_HEXT_EXTERNAL_SEQUENCES/08_AGGREGATE/HORIZONTAL_TABLE_V3_THREE_SEQUENCES.csv,6,c1556deb85f55d4311321e56a01f2731025ff6048c711d8190bdfa1afa77e548,<CLEAN_ROOT>/stages/CLEAN6_SENSOR_MODEL_V21/RETAINED_RUNS/SEQUENCE_BY2H_A04/P13_cycle010_attempt01/v3/FROZEN_EVALUATOR/error_series.csv.gz,NOT_APPLICABLE
BY2H,UNAVAILABLE,A04,A04,B3,SENSITIVITY_OUTSIDE_FROZEN_CHAIN,evaluator_contract_v3,COMPLETED,NONE,real_raw,False,False,1.6763701206393367,1.6470248977664066,-0.1587982623123603,-0.0122624196918706,UNAVAILABLE,UNAVAILABLE,<CLEAN_ROOT>/stages/CLEAN7_HEXT_EXTERNAL_SEQUENCES/08_AGGREGATE/HORIZONTAL_TABLE_V3_THREE_SEQUENCES.csv,6,4da02ca785f7271002522681842ed4b4a611c637454560c1220d89c0f34ee02e,<T5BC_SCRATCH>/06_EVAL/v3/BY2H__A04__B3__SEQUENCE/FROZEN_EVALUATOR,Two rotation directions; rotation about the baseline axis unobservable
BY2H,UNAVAILABLE,F04,F04,FROZEN_V21,FROZEN_COMPARATOR_UNCHANGED,evaluator_contract_v3,COMPLETED,NONE,real_raw,False,False,1.963704160466064,1.6982671193113674,0E-15,0E-16,-0.0025485451195594,-0.0000281795998880,<CLEAN_ROOT>/stages/CLEAN7_HEXT_EXTERNAL_SEQUENCES/08_AGGREGATE/HORIZONTAL_TABLE_V3_THREE_SEQUENCES.csv,9,1edd454c8a687ec2bc941281966d42c745ceeacf47a69a84dad88748c4a08257,<CLEAN_ROOT>/stages/CLEAN6_SENSOR_MODEL_V21/RETAINED_RUNS/SEQUENCE_BY2H_F04/P13_cycle010_attempt01/v3/FROZEN_EVALUATOR/error_series.csv.gz,NOT_APPLICABLE
BY2H,UNAVAILABLE,F04,F04,T5A_R5,T5A_R5_COMPARATOR_UNCHANGED,evaluator_contract_v3,COMPLETED,NONE,real_raw,False,False,1.9662527055856234,1.6982952989112554,0.0025485451195594,0.0000281795998880,0E-16,0E-16,<CLEAN_ROOT>/stages/CLEAN7_HEXT_EXTERNAL_SEQUENCES/08_AGGREGATE/HORIZONTAL_TABLE_V3_THREE_SEQUENCES.csv,9,7f1cc3dd5276940575e1d8b5d92393921c03f8de6f8f25a6611afb0800e3edab,<T5A_SCRATCH>/04_EVAL/v3/BY2H/F04/R5/FROZEN_EVALUATOR,NOT_APPLICABLE
BY2H,UNAVAILABLE,F04,F04,R5W,SENSITIVITY_OUTSIDE_FROZEN_CHAIN,evaluator_contract_v3,COMPLETED,NONE,real_raw,False,False,1.9670396477999872,1.698275098334589,0.0033354873339232,0.0000079790232216,0.0007869422143638,-0.0000202005766664,<CLEAN_ROOT>/stages/CLEAN7_HEXT_EXTERNAL_SEQUENCES/08_AGGREGATE/HORIZONTAL_TABLE_V3_THREE_SEQUENCES.csv,9,abfe5d0ce31b1e19438f7531665a494b77d590a003289f5d288688db1517ff55,<T5BC_SCRATCH>/06_EVAL/v3/BY2H__F04__R5W__SEQUENCE/FROZEN_EVALUATOR,NOT_APPLICABLE
BY2H,UNAVAILABLE,F04,F04,R5SIGMA,SENSITIVITY_OUTSIDE_FROZEN_CHAIN,evaluator_contract_v3,COMPLETED,NONE,real_raw,False,False,1.9668176206049703,1.6982374924804537,0.0031134601389063,-0.0000296268309137,0.0005649150193469,-0.0000578064308017,<CLEAN_ROOT>/stages/CLEAN7_HEXT_EXTERNAL_SEQUENCES/08_AGGREGATE/HORIZONTAL_TABLE_V3_THREE_SEQUENCES.csv,9,19be7707a3eed56a6a05424a2f98013aeae6e0f1281af3c52409dc47d6fbad17,<T5BC_SCRATCH>/06_EVAL/v3/BY2H__F04__R5SIGMA__SEQUENCE/FROZEN_EVALUATOR,NOT_APPLICABLE
BY2H,UNAVAILABLE,F04,F04,B3,SENSITIVITY_OUTSIDE_FROZEN_CHAIN,evaluator_contract_v3,COMPLETED,NONE,real_raw,False,False,1.7608077648839877,1.6799183032787637,-0.2028963955820763,-0.0183488160326037,-0.2054449407016357,-0.0183769956324917,<CLEAN_ROOT>/stages/CLEAN7_HEXT_EXTERNAL_SEQUENCES/08_AGGREGATE/HORIZONTAL_TABLE_V3_THREE_SEQUENCES.csv,9,69be1a281a7a7447dcc27227d21b9bf7715d56c76a9e7a803b0ae10a13fea617,<T5BC_SCRATCH>/06_EVAL/v3/BY2H__F04__B3__SEQUENCE/FROZEN_EVALUATOR,Two rotation directions; rotation about the baseline axis unobservable
BY2O,UNAVAILABLE,F02,F02,FROZEN_V21,FROZEN_COMPARATOR_UNCHANGED,evaluator_contract_v3,COMPLETED,NONE,real_raw,False,False,1.8741892051185538,1.736278656870533,0E-16,0E-15,-0.0052741541500614,0.005068265207642,<CLEAN_ROOT>/stages/CLEAN7_HEXT_EXTERNAL_SEQUENCES/08_AGGREGATE/HORIZONTAL_TABLE_V3_THREE_SEQUENCES.csv,11,0ab879b0bdaa4db959c48a2f201fa32070fa35eafa53e2104d5431b1d2a7614b,<CLEAN_ROOT>/stages/CLEAN6_SENSOR_MODEL_V21/RETAINED_RUNS/SEQUENCE_BY2O_F02/P13_cycle010_attempt01/v3/FROZEN_EVALUATOR/error_series.csv.gz,NOT_APPLICABLE
BY2O,UNAVAILABLE,F02,F02,T5A_R5,T5A_R5_COMPARATOR_UNCHANGED,evaluator_contract_v3,COMPLETED,NONE,real_raw,False,False,1.8794633592686152,1.731210391662891,0.0052741541500614,-0.005068265207642,0E-16,0E-15,<CLEAN_ROOT>/stages/CLEAN7_HEXT_EXTERNAL_SEQUENCES/08_AGGREGATE/HORIZONTAL_TABLE_V3_THREE_SEQUENCES.csv,11,8159ecd6005b27b0aeed8f655dea038b6812805853adafd3d1c375273f9593cb,<T5A_SCRATCH>/04_EVAL/v3/BY2O/F02/R5/FROZEN_EVALUATOR,NOT_APPLICABLE
BY2O,UNAVAILABLE,F02,F02,B3,SENSITIVITY_OUTSIDE_FROZEN_CHAIN,evaluator_contract_v3,COMPLETED,NONE,real_raw,False,False,1.4801577784088988,1.7450619554171338,-0.3940314267096550,0.0087832985466008,-0.3993055808597164,0.0138515637542428,<CLEAN_ROOT>/stages/CLEAN7_HEXT_EXTERNAL_SEQUENCES/08_AGGREGATE/HORIZONTAL_TABLE_V3_THREE_SEQUENCES.csv,11,6796745e5304d3baa7dd89ab60402b0edd3c69e363d08869d730d9e768e7750c,<T5BC_SCRATCH>/06_EVAL/v3/BY2O__F02__B3__SEQUENCE/FROZEN_EVALUATOR,Two rotation directions; rotation about the baseline axis unobservable
BY2O,UNAVAILABLE,A04,A04,FROZEN_V21,FROZEN_COMPARATOR_UNCHANGED,evaluator_contract_v3,COMPLETED,NONE,real_raw,False,False,1.4493535680834266,1.6792478396510406,0E-16,0E-16,UNAVAILABLE,UNAVAILABLE,<CLEAN_ROOT>/stages/CLEAN7_HEXT_EXTERNAL_SEQUENCES/08_AGGREGATE/HORIZONTAL_TABLE_V3_THREE_SEQUENCES.csv,10,4f060dd8dc8dbecb53ef97bde96f4a4ac4c002198e2e8198ba0f6e0b8b945ccf,<CLEAN_ROOT>/stages/CLEAN6_SENSOR_MODEL_V21/RETAINED_RUNS/SEQUENCE_BY2O_A04/P13_cycle010_attempt01/v3/FROZEN_EVALUATOR/error_series.csv.gz,NOT_APPLICABLE
BY2O,UNAVAILABLE,A04,A04,B3,SENSITIVITY_OUTSIDE_FROZEN_CHAIN,evaluator_contract_v3,COMPLETED,NONE,real_raw,False,False,1.4188998357927465,1.6733537613696052,-0.0304537322906801,-0.0058940782814354,UNAVAILABLE,UNAVAILABLE,<CLEAN_ROOT>/stages/CLEAN7_HEXT_EXTERNAL_SEQUENCES/08_AGGREGATE/HORIZONTAL_TABLE_V3_THREE_SEQUENCES.csv,10,102fe2b5527a585cf92f2e383b337d7c51b0317e77893b0594e15b4be07a71be,<T5BC_SCRATCH>/06_EVAL/v3/BY2O__A04__B3__SEQUENCE/FROZEN_EVALUATOR,Two rotation directions; rotation about the baseline axis unobservable
BY2O,UNAVAILABLE,F04,F04,FROZEN_V21,FROZEN_COMPARATOR_UNCHANGED,evaluator_contract_v3,COMPLETED,NONE,real_raw,False,False,1.5059072247937308,1.6961129933181778,0E-16,0E-16,-0.0012051633683064,0.0010817389258076,<CLEAN_ROOT>/stages/CLEAN7_HEXT_EXTERNAL_SEQUENCES/08_AGGREGATE/HORIZONTAL_TABLE_V3_THREE_SEQUENCES.csv,13,cfa7a97b0f77560b30de24dc1e3a97e20a86768e726d167fbedb0ce1f4057263,<CLEAN_ROOT>/stages/CLEAN6_SENSOR_MODEL_V21/RETAINED_RUNS/SEQUENCE_BY2O_F04/P13_cycle010_attempt01/v3/FROZEN_EVALUATOR/error_series.csv.gz,NOT_APPLICABLE
BY2O,UNAVAILABLE,F04,F04,T5A_R5,T5A_R5_COMPARATOR_UNCHANGED,evaluator_contract_v3,COMPLETED,NONE,real_raw,False,False,1.5071123881620372,1.6950312543923702,0.0012051633683064,-0.0010817389258076,0E-16,0E-16,<CLEAN_ROOT>/stages/CLEAN7_HEXT_EXTERNAL_SEQUENCES/08_AGGREGATE/HORIZONTAL_TABLE_V3_THREE_SEQUENCES.csv,13,04cab3cbd1b86514cb442fe23e53c80705c919aaa2273e2ce07ddb0f42eb3842,<T5A_SCRATCH>/04_EVAL/v3/BY2O/F04/R5/FROZEN_EVALUATOR,NOT_APPLICABLE
BY2O,UNAVAILABLE,F04,F04,R5W,SENSITIVITY_OUTSIDE_FROZEN_CHAIN,evaluator_contract_v3,COMPLETED,NONE,real_raw,False,False,1.5059612365545212,1.694332640935562,0.0000540117607904,-0.0017803523826158,-0.0011511516075160,-0.0006986134568082,<CLEAN_ROOT>/stages/CLEAN7_HEXT_EXTERNAL_SEQUENCES/08_AGGREGATE/HORIZONTAL_TABLE_V3_THREE_SEQUENCES.csv,13,15c93c4e8ed11897a4f1bf271b5f1d200c3702f400898ac4cbba43215276b5da,<T5BC_SCRATCH>/06_EVAL/v3/BY2O__F04__R5W__SEQUENCE/FROZEN_EVALUATOR,NOT_APPLICABLE
BY2O,UNAVAILABLE,F04,F04,R5SIGMA,SENSITIVITY_OUTSIDE_FROZEN_CHAIN,evaluator_contract_v3,COMPLETED,NONE,real_raw,False,False,1.50642779707208,1.6945556997391427,0.0005205722783492,-0.0015572935790351,-0.0006845910899572,-0.0004755546532275,<CLEAN_ROOT>/stages/CLEAN7_HEXT_EXTERNAL_SEQUENCES/08_AGGREGATE/HORIZONTAL_TABLE_V3_THREE_SEQUENCES.csv,13,5b3921fdf71f9ee081c01b9ef1e55f58dcdfe2df02f35035e8c4317beac1baf7,<T5BC_SCRATCH>/06_EVAL/v3/BY2O__F04__R5SIGMA__SEQUENCE/FROZEN_EVALUATOR,NOT_APPLICABLE
BY2O,UNAVAILABLE,F04,F04,B3,SENSITIVITY_OUTSIDE_FROZEN_CHAIN,evaluator_contract_v3,COMPLETED,NONE,real_raw,False,False,1.4680457636620576,1.6915891667916525,-0.0378614611316732,-0.0045238265265253,-0.0390666244999796,-0.0034420876007177,<CLEAN_ROOT>/stages/CLEAN7_HEXT_EXTERNAL_SEQUENCES/08_AGGREGATE/HORIZONTAL_TABLE_V3_THREE_SEQUENCES.csv,13,25f46109774bd317ccef2e1362c17ebb6fb644d3fb7dc6fd9df9f45aaae90123,<T5BC_SCRATCH>/06_EVAL/v3/BY2O__F04__B3__SEQUENCE/FROZEN_EVALUATOR,Two rotation directions; rotation about the baseline axis unobservable
BY2,UNAVAILABLE,LC01,LC01,LC01,FROZEN_LITERATURE_COMPARATOR_UNCHANGED,evaluator_contract_v3,COMPLETED,NONE,real_raw,False,False,1.2095627529559005,1.5676244070222307,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,<CLEAN_ROOT>/stages/CLEAN7_HEXT_EXTERNAL_SEQUENCES/08_AGGREGATE/HORIZONTAL_TABLE_V3_THREE_SEQUENCES.csv,17,ccd25c2e1309ba2870e57e2208f476a6b48eaba69f0d038f26be2f168bb2c695,<CLEAN_ROOT>/stages/CLEAN5_DEGSUBSET_BY2/09_HORIZONTAL_V3/LC01_EXT05A/FROZEN_EVALUATOR,NOT_APPLICABLE
BY2,UNAVAILABLE,LC01-S,LC01-S,LC01-S,FROZEN_LITERATURE_COMPARATOR_UNCHANGED,evaluator_contract_v3,COMPLETED,NONE,real_raw,False,False,4.243477935993363,2.990040090051533,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,<CLEAN_ROOT>/stages/CLEAN7_HEXT_EXTERNAL_SEQUENCES/08_AGGREGATE/HORIZONTAL_TABLE_V3_THREE_SEQUENCES.csv,40,b2549886e0da8744b20982af8d12c93e56fa20342585e1be20c051b3edfeaa2e,/home/kaiwen/research/LegSA-GINS-SCRATCH/CLEAN7_HEXT_EXTERNAL_SEQUENCES/H_EXT_02/07_OFFLINE_EVALUATION/v3/BY2__LC01-S__FILE_START/EXACT_EVALUATOR_OUTPUT,NOT_APPLICABLE
BY2H,UNAVAILABLE,LC01,LC01,LC01,FROZEN_LITERATURE_COMPARATOR_UNCHANGED,evaluator_contract_v3,AVAILABLE_GEOMETRIC_AUDIT_FAIL,NONE,real_raw,False,False,1.1679878463679607,1.8254202884875959,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,<CLEAN_ROOT>/stages/CLEAN7_HEXT_EXTERNAL_SEQUENCES/08_AGGREGATE/HORIZONTAL_TABLE_V3_THREE_SEQUENCES.csv,43,fd1af90951eadd742ba395acb98c66be2dbc25abb5e088b4cef5107dcf13a191,/home/kaiwen/research/LegSA-GINS-SCRATCH/CLEAN7_HEXT_EXTERNAL_SEQUENCES/H_EXT_02/07_OFFLINE_EVALUATION/v3/BY2H__LC01__CONTRACT_START/EXACT_EVALUATOR_OUTPUT,NOT_APPLICABLE
BY2H,UNAVAILABLE,LC01-S,LC01-S,LC01-S,FROZEN_LITERATURE_COMPARATOR_UNCHANGED,evaluator_contract_v3,AVAILABLE_GEOMETRIC_AUDIT_FAIL,NONE,real_raw,False,False,4.364596129834245,2.725063976847397,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,<CLEAN_ROOT>/stages/CLEAN7_HEXT_EXTERNAL_SEQUENCES/08_AGGREGATE/HORIZONTAL_TABLE_V3_THREE_SEQUENCES.csv,47,e30d020829e69c11b1e06866fd7a6cdedef52df30d8336d61b9fc2233e786ed1,/home/kaiwen/research/LegSA-GINS-SCRATCH/CLEAN7_HEXT_EXTERNAL_SEQUENCES/H_EXT_02/07_OFFLINE_EVALUATION/v3/BY2H__LC01-S__CONTRACT_START/EXACT_EVALUATOR_OUTPUT,NOT_APPLICABLE
BY2O,UNAVAILABLE,LC01,LC01,LC01,FROZEN_LITERATURE_COMPARATOR_UNCHANGED,evaluator_contract_v3,COMPLETED,NONE,real_raw,False,False,1.3651213087955518,1.4638875207183732,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,<CLEAN_ROOT>/stages/CLEAN7_HEXT_EXTERNAL_SEQUENCES/08_AGGREGATE/HORIZONTAL_TABLE_V3_THREE_SEQUENCES.csv,50,99a2cd01f2fad900364fc79ea912bd1f9ba2baed1e5ab20ea6ee7d62ef26bdae,/home/kaiwen/research/LegSA-GINS-SCRATCH/CLEAN7_HEXT_EXTERNAL_SEQUENCES/H_EXT_03/07_OFFLINE_EVALUATION/v3/BY2O__LC01__FILE_START/EXACT_EVALUATOR_OUTPUT,NOT_APPLICABLE
BY2O,UNAVAILABLE,LC01-S,LC01-S,LC01-S,FROZEN_LITERATURE_COMPARATOR_UNCHANGED,evaluator_contract_v3,COMPLETED,NONE,real_raw,False,False,4.074428765017513,3.3006897967468083,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,<CLEAN_ROOT>/stages/CLEAN7_HEXT_EXTERNAL_SEQUENCES/08_AGGREGATE/HORIZONTAL_TABLE_V3_THREE_SEQUENCES.csv,52,e77999eee6fcaaa44282da3cdb9690fd82e98e85db55630b6e0408df90262d89,/home/kaiwen/research/LegSA-GINS-SCRATCH/CLEAN7_HEXT_EXTERNAL_SEQUENCES/H_EXT_03/07_OFFLINE_EVALUATION/v3/BY2O__LC01-S__FILE_START/EXACT_EVALUATOR_OUTPUT,NOT_APPLICABLE
BY2,UNAVAILABLE,F02,F02,FROZEN_V21,FROZEN_COMPARATOR_UNCHANGED,evaluator_contract_v2,COMPLETED,NONE,real_raw,False,False,3.3382092245764645,2.918852028781131,0E-16,0E-15,0.0029569764253518,-0.0039434951438478,<CLEAN_ROOT>/stages/CLEAN7_HEXT_EXTERNAL_SEQUENCES/08_AGGREGATE/HORIZONTAL_TABLE_V2_THREE_SEQUENCES.csv,2,73677f36d2b31a252963c9cbf0fc858a39b08746cad680764453a4a3dac050b0,<CLEAN_ROOT>/stages/CLEAN6_SENSOR_MODEL_V21/RETAINED_RUNS/RUN_00002/P13_cycle010_attempt01/v2/FROZEN_EVALUATOR/error_series.csv.gz,NOT_APPLICABLE
