dataset,case_id,family,seed,case_dir,go2_mode,source_aware_policy,runtime_attempted,row_status,returncode,config_hash,input_hash,trace_used_online,receiver_imu_as_body,go2_position_as_truth,go2_yaw_as_truth,final_v23_output_solver_input,legsa_output_solver_input,no_per_case_tuning,output_hash,go2_roll_pitch_update_count,go2_horizontal_velocity_update_count,go2_readiness_metadata_count,go2_vertical_velocity_prior_enabled,yaw_metric_status,position_rmse_h,position_rmse_3d,up_rmse,velocity_rmse,roll_rmse,pitch_rmse,yaw_rmse,epoch_count,time_start,time_end,source_aware_trace_rows,source_reject_count,source_downweight_count,blocked_reason
BY2,A_outage_20s,outage,,A_outage_20s,G04_GO2_RP_HVEL,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,3c0e12d5c02ab49f0b94ded94ad2d4f505f789a9dd254a322123019a60b7af64,a13357e13eed8b958c4d6d7564786aea0171afaefba99e5c22ef1ed54b0b2d30,False,False,False,False,False,False,True,e34bccda95846143ca4ae4a54697ce471a9d07e9668d779e17431327c665bb39,254.0,254.0,0.0,False,official,3.4809152543649016,3.707187313763664,1.2753300636541065,,1.0183899499749167,1.5118714211766788,1.930764901351485,56643.0,66.0,339.997055769,1517.0,0.0,1281.0,
BY2,A_outage_20s,outage,,A_outage_20s,G05_GO2_FULL_AUX,SA04_N6B_POLICY,False,BLOCKED_WITH_PROOF,,d34dfd6a6772072dc45ffd79959edd458de132384d67f856c56b63e0a5c27ab2,a13357e13eed8b958c4d6d7564786aea0171afaefba99e5c22ef1ed54b0b2d30,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,CODE_NOT_SUPPORTED_FIRST_CLASS_READINESS_METADATA
BY2,A_outage_3s,outage,,A_outage_3s,G00_NO_GO2,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,a0de3475af8661354f834f6e52a1b7cd344e941c82c8c22d148009b360ce3b6e,3ebc28643c1e5478b560d12ccca96371d4b92767f4f599a8775d0d5e8407ce80,False,False,False,False,False,False,True,416d390082e914037cfee5bf578283ca9f651035bf1f6b7c72230a053d852d7a,0.0,0.0,0.0,False,official,0.348412408040566,0.9227173781093568,0.8544098277690747,,1.020717752534772,1.5204310320477292,1.994909292442436,56643.0,66.0,339.997055769,1078.0,0.0,831.0,
BY2,A_outage_3s,outage,,A_outage_3s,G01_GO2_RP_ONLY,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,ffb7a33e6de435bb70b25d6414ce3383b793621853703b27e20633ba1e2553a7,3ebc28643c1e5478b560d12ccca96371d4b92767f4f599a8775d0d5e8407ce80,False,False,False,False,False,False,True,ad8f252a7cd7b8cd63ce22417cdffed1979f4b9156a446c655f1074103297a31,271.0,0.0,0.0,False,official,0.3484607693416173,0.9227116513231256,0.8543839205634066,,1.0159074386070286,1.5197329389532648,1.98923057164025,56643.0,66.0,339.997055769,1349.0,0.0,1101.0,
BY2,A_outage_3s,outage,,A_outage_3s,G02_GO2_HVEL_ONLY,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,125c2b2842559853584fc9ea4a9b61da582691de453e122bbe28da6b88128721,3ebc28643c1e5478b560d12ccca96371d4b92767f4f599a8775d0d5e8407ce80,False,False,False,False,False,False,True,79a8dce92d953d986c5af5f3960808e6e81fb001c41c3b52a6c173a5bc30cde4,0.0,271.0,0.0,False,official,0.3484502869027016,0.922731503618413,0.8544096355538847,,1.0207000456547357,1.5203781696768908,1.994573580859222,56643.0,66.0,339.997055769,1349.0,0.0,1102.0,
BY2,A_outage_3s,outage,,A_outage_3s,G03_GO2_READINESS_ONLY,SA04_N6B_POLICY,False,BLOCKED_WITH_PROOF,,613d368262344ab0c5db9dcec24011b2dc4ab32f32a74b093cdf822da8545453,3ebc28643c1e5478b560d12ccca96371d4b92767f4f599a8775d0d5e8407ce80,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,CODE_NOT_SUPPORTED_FIRST_CLASS_READINESS_METADATA
BY2,A_outage_3s,outage,,A_outage_3s,G04_GO2_RP_HVEL,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,3c0a3b73592d436f225d0b9a5602d400216b777e89dba5aef90cde62ba778caf,3ebc28643c1e5478b560d12ccca96371d4b92767f4f599a8775d0d5e8407ce80,False,False,False,False,False,False,True,725785f4b787dd8769c57808093a6893cf00c481b7c388e5467b4f4c69267e7b,271.0,271.0,0.0,False,official,0.3484988759947123,0.9227260114596616,0.8543838865841734,,1.015891553279432,1.519695877686701,1.9889404018341157,56643.0,66.0,339.997055769,1620.0,0.0,1372.0,
BY2,A_outage_3s,outage,,A_outage_3s,G05_GO2_FULL_AUX,SA04_N6B_POLICY,False,BLOCKED_WITH_PROOF,,d47b33c8f2503a54fbd1fa7fa9dbd33bb503e2afb9e056cd8e4bc8ae864166c3,3ebc28643c1e5478b560d12ccca96371d4b92767f4f599a8775d0d5e8407ce80,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,CODE_NOT_SUPPORTED_FIRST_CLASS_READINESS_METADATA
BY2,A_outage_5s,outage,,A_outage_5s,G00_NO_GO2,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,e77f11264e473eca8f87a1ed97c84443c77187345f761f1dbc9b824b1fe847d6,2eb87fb2dab10cd59a835523fbb1465298fc1eeb76237a9fc6afa27c0065fb2c,False,False,False,False,False,False,True,379afd150fbcb0627baa3ec2928f7abba0cb539a1c769cd95bedfea9b3198366,0.0,0.0,0.0,False,official,0.3541169876201606,0.9743214425638116,0.9076912649785996,,1.0214050870346647,1.5212476366096983,2.004211721629208,56643.0,66.0,339.997055769,1070.0,0.0,827.0,
BY2,A_outage_5s,outage,,A_outage_5s,G01_GO2_RP_ONLY,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,ab75503abdd6879dfddbadb99d12167ce634eef41e194cc13f8129aebe83fee4,2eb87fb2dab10cd59a835523fbb1465298fc1eeb76237a9fc6afa27c0065fb2c,False,False,False,False,False,False,True,7c2df7545e3d042068ad0bf38034698bd24808d29a44bbd66fbfbe2c833b6362,269.0,0.0,0.0,False,official,0.3541714009866542,0.9743203303676428,0.907668840982692,,1.0166041372886143,1.520550514097322,1.9986433423138696,56643.0,66.0,339.997055769,1339.0,0.0,1095.0,
BY2,A_outage_5s,outage,,A_outage_5s,G02_GO2_HVEL_ONLY,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,dfd6c91ae2fc84e26fc03edf8ac108cda014ff783a004cea61ac6a3d12b495d7,2eb87fb2dab10cd59a835523fbb1465298fc1eeb76237a9fc6afa27c0065fb2c,False,False,False,False,False,False,True,0004cb8957f7837c9631a07dbb95e6e238b569190b024fc2c54cdd6dd017e3f0,0.0,269.0,0.0,False,official,0.3541505759140205,0.9743336597599884,0.9076912746749636,,1.0213872725043955,1.5211946616369558,2.0038671333117213,56643.0,66.0,339.997055769,1339.0,0.0,1096.0,
BY2,A_outage_5s,outage,,A_outage_5s,G03_GO2_READINESS_ONLY,SA04_N6B_POLICY,False,BLOCKED_WITH_PROOF,,dc7290a18ac991fba501b426170b81b7403f7155fbae9b77caf911e71d81169e,2eb87fb2dab10cd59a835523fbb1465298fc1eeb76237a9fc6afa27c0065fb2c,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,CODE_NOT_SUPPORTED_FIRST_CLASS_READINESS_METADATA
BY2,A_outage_5s,outage,,A_outage_5s,G04_GO2_RP_HVEL,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,1c4c78b3582a8cd9f4bf494a9a79af949c7995e77b35a8ff8c03650ae57f20c0,2eb87fb2dab10cd59a835523fbb1465298fc1eeb76237a9fc6afa27c0065fb2c,False,False,False,False,False,False,True,2c915562ee7ef22763b958ef8cb83e161083737613577eda0d42ec1f41c9fb7d,269.0,269.0,0.0,False,official,0.3542052575628196,0.9743327721367974,0.907668985024074,,1.016588143289173,1.5205133406317877,1.9983515912078995,56643.0,66.0,339.997055769,1608.0,0.0,1364.0,
BY2,A_outage_5s,outage,,A_outage_5s,G05_GO2_FULL_AUX,SA04_N6B_POLICY,False,BLOCKED_WITH_PROOF,,79131e257c55ac5b4aebe98d536e3f6fb91691ecf97a1e3892c2221f9bfa3f11,2eb87fb2dab10cd59a835523fbb1465298fc1eeb76237a9fc6afa27c0065fb2c,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,CODE_NOT_SUPPORTED_FIRST_CLASS_READINESS_METADATA
BY2,B0_normal_repeat_formal,normal,,B0_normal_repeat_formal,G00_NO_GO2,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,,ebc5ddb41c8fb9fb371319ade51d1dc26386c7f1e8a452c9f9226b64ba951a6f,1fe6a0362b95f0b4f421ac0e92f5f0961676222ccf74d3de6c74ec0cc0e1e653,False,False,False,False,False,False,True,2f05bfc897536a67c3033b3611d9869c494f7af508f7ce9b1e72e18637f26582,0.0,0.0,0.0,False,official,0.348359094596446,0.9023318882264972,0.8323753826984195,,1.020150637874398,1.5205180521450483,2.002381353097948,56643.0,66.0,339.997055769,1090.0,0.0,842.0,
BY2,B0_normal_repeat_formal,normal,,B0_normal_repeat_formal,G01_GO2_RP_ONLY,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,,f5fbe27fe37d054f0bd030eef8a8d5b22bfde6d3ce985ba5f20107c51d141e46,1fe6a0362b95f0b4f421ac0e92f5f0961676222ccf74d3de6c74ec0cc0e1e653,False,False,False,False,False,False,True,32ca4d78944ec1046102518a90ddcee28b4c744049dda9ef11fd28603924babc,274.0,0.0,0.0,False,official,0.3484031101404211,0.902323689020794,0.832348071790027,,1.0153235738397326,1.5198199700441082,1.996732105870027,56643.0,66.0,339.997055769,1364.0,0.0,1115.0,
BY2,B0_normal_repeat_formal,normal,,B0_normal_repeat_formal,G02_GO2_HVEL_ONLY,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,,d56aa98d4b38b65618b6bf658ef2b5726a950962c5efa39523e4687fff92a402,1fe6a0362b95f0b4f421ac0e92f5f0961676222ccf74d3de6c74ec0cc0e1e653,False,False,False,False,False,False,True,3b8295148301da67c8021a6aeec3b859c18f78e8816ba06d4ff9e7063279e4cd,0.0,274.0,0.0,False,official,0.3483979743964333,0.9023466433960016,0.8323751055170336,,1.0201330741249783,1.5204652425383465,2.002034487001044,56643.0,66.0,339.997055769,1364.0,0.0,1116.0,
BY2,B0_normal_repeat_formal,normal,,B0_normal_repeat_formal,G03_GO2_READINESS_ONLY,SA04_N6B_POLICY,False,BLOCKED_WITH_PROOF,,dc514fee3787e180b61e69e300462c830378035437437c29647f26ad0feee82c,1fe6a0362b95f0b4f421ac0e92f5f0961676222ccf74d3de6c74ec0cc0e1e653,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,CODE_NOT_SUPPORTED_FIRST_CLASS_READINESS_METADATA
BY2,B0_normal_repeat_formal,normal,,B0_normal_repeat_formal,G04_GO2_RP_HVEL,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,,753dcc22bba6b667574f0f909262057f7cb783d8c107b962025c80870ecb2d5b,1fe6a0362b95f0b4f421ac0e92f5f0961676222ccf74d3de6c74ec0cc0e1e653,False,False,False,False,False,False,True,4c7dc3f073a52c753596e7c1fd5c70acdf9e4805d318912fe4f8bce69781d4dd,274.0,274.0,0.0,False,official,0.3484419883632734,0.9023386016360836,0.8323479637435364,,1.0153078410180698,1.519782969923779,1.996438695696142,56643.0,66.0,339.997055769,1638.0,0.0,1389.0,
BY2,B0_normal_repeat_formal,normal,,B0_normal_repeat_formal,G05_GO2_FULL_AUX,SA04_N6B_POLICY,False,BLOCKED_WITH_PROOF,,528224c3331b186a55ad9505bbd7c789cd990a4d7de24d9be2ee100c5ff41c91,1fe6a0362b95f0b4f421ac0e92f5f0961676222ccf74d3de6c74ec0cc0e1e653,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,CODE_NOT_SUPPORTED_FIRST_CLASS_READINESS_METADATA
BY2,B_gnss_downsample_every10,downsample,,B_gnss_downsample_every10,G00_NO_GO2,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,7b652172644617a41485ef4cddb2567b2f2414f711d3c5926b28ed2eb6b860bf,e6b063a9e64fd8cc36bb359c0d92212b27fde40dce6441b4ddd631d7b06b60d4,False,False,False,False,False,False,True,b831d8a523712160577d877e2228667d9d239279e0da5603960b956e8af2a5bc,0.0,0.0,0.0,False,official,7.97924329167572,9.885520057637452,5.835681905501737,,1.4740599500966434,1.7785391124140857,2.411282961877744,56643.0,66.0,339.997055769,108.0,0.0,94.0,
BY2,B_gnss_downsample_every10,downsample,,B_gnss_downsample_every10,G01_GO2_RP_ONLY,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,809a37ef18d0dc2e5a73a87cb6a544277bd5d2289c0c5bb61d32f6fca8f9af99,e6b063a9e64fd8cc36bb359c0d92212b27fde40dce6441b4ddd631d7b06b60d4,False,False,False,False,False,False,True,42a27cadb6996efa9948c3f27e6884727aecb7c511869d42788353520747d585,27.0,0.0,0.0,False,official,7.987192701090557,9.89214587183915,5.8360348444290535,,1.4734681906181848,1.776460590636055,2.413480130491731,56643.0,66.0,339.997055769,135.0,0.0,121.0,
BY2,B_gnss_downsample_every10,downsample,,B_gnss_downsample_every10,G02_GO2_HVEL_ONLY,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,a163a4e3a504bc3ff05b00647a130138fe7bdff0a5bb9adf0d50c287ba771c25,e6b063a9e64fd8cc36bb359c0d92212b27fde40dce6441b4ddd631d7b06b60d4,False,False,False,False,False,False,True,ca149848801f5ea158a24ce6dd6708f057d0451fc9f196fd9b312ee4abaf6f07,0.0,27.0,0.0,False,official,7.976947840981686,9.883715676821929,5.83576376513933,,1.4738173152804772,1.7784082162921633,2.410142722735013,56643.0,66.0,339.997055769,135.0,0.0,121.0,
BY2,B_gnss_downsample_every10,downsample,,B_gnss_downsample_every10,G03_GO2_READINESS_ONLY,SA04_N6B_POLICY,False,BLOCKED_WITH_PROOF,,23a336e73dde8cbc90ccaec16e179b3a5fe93a44ab010aa44ef529c0666e8a2e,e6b063a9e64fd8cc36bb359c0d92212b27fde40dce6441b4ddd631d7b06b60d4,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,CODE_NOT_SUPPORTED_FIRST_CLASS_READINESS_METADATA
BY2,B_gnss_downsample_every10,downsample,,B_gnss_downsample_every10,G04_GO2_RP_HVEL,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,34638599661d23545e36e62f47b14977563ac3994e9d4673399fd353818852c4,e6b063a9e64fd8cc36bb359c0d92212b27fde40dce6441b4ddd631d7b06b60d4,False,False,False,False,False,False,True,6c326c75857aab48ef278c28ebcdc9997e3930e9e505df90c2b395d691a6b7f4,27.0,27.0,0.0,False,official,7.984887876528404,9.890332653827477,5.836115626222273,,1.4732421038919703,1.77632124837209,2.412402556146973,56643.0,66.0,339.997055769,162.0,0.0,148.0,
BY2,B_gnss_downsample_every10,downsample,,B_gnss_downsample_every10,G05_GO2_FULL_AUX,SA04_N6B_POLICY,False,BLOCKED_WITH_PROOF,,1a28c6028704e631e70323acbd9012c6a27e0a3d3f0cebc6803b37c001b64083,e6b063a9e64fd8cc36bb359c0d92212b27fde40dce6441b4ddd631d7b06b60d4,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,CODE_NOT_SUPPORTED_FIRST_CLASS_READINESS_METADATA
BY2,B_gnss_downsample_every2,downsample,,B_gnss_downsample_every2,G00_NO_GO2,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,65c75d26ed3db8b4df054208686c476a510743f98b30c0e56a0b3bdcb0cea3e6,c2c91883eb8e7672d15262c66c398b859987690811d34aa3db8b8443c6bd50e5,False,False,False,False,False,False,True,99658e0f06a3c788399feb9cf46bd575d7dcf0812a86fd6b94ff6f848b23874f,0.0,0.0,0.0,False,official,0.4760093798629243,1.291508842033993,1.200587422612156,,1.0560533145601545,1.5290953510421217,2.4998109213135264,56643.0,66.0,339.997055769,546.0,0.0,446.0,
BY2,B_gnss_downsample_every2,downsample,,B_gnss_downsample_every2,G01_GO2_RP_ONLY,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,d2e0ed1e0fb063b04c30444fc655d281f62918c7755ae0a3aedc81fa8094f33c,c2c91883eb8e7672d15262c66c398b859987690811d34aa3db8b8443c6bd50e5,False,False,False,False,False,False,True,4efcae1d578bdfe003fe38ed452128a911e664a58c0eb7fbb1dcd673e525e1af,137.0,0.0,0.0,False,official,0.4762680869769067,1.2915596308682438,1.2005394576672073,,1.050308770827835,1.5243407620482732,2.3554997311936785,56643.0,66.0,339.997055769,683.0,0.0,581.0,
BY2,B_gnss_downsample_every2,downsample,,B_gnss_downsample_every2,G02_GO2_HVEL_ONLY,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,07fc990717e2e01419d34e71bd834fc22d3cec237f34c4a081bdd83211745d19,c2c91883eb8e7672d15262c66c398b859987690811d34aa3db8b8443c6bd50e5,False,False,False,False,False,False,True,83b6aab02618c38f3783c692e632ff27420a0246be9ca2b69cc16b6d247e3d1c,0.0,137.0,0.0,False,official,0.4760314855163715,1.2915168745097227,1.2005872987585864,,1.0560330986714987,1.529002126398603,2.4992446494140497,56643.0,66.0,339.997055769,683.0,0.0,583.0,
BY2,B_gnss_downsample_every2,downsample,,B_gnss_downsample_every2,G03_GO2_READINESS_ONLY,SA04_N6B_POLICY,False,BLOCKED_WITH_PROOF,,b0d97af118fa5fc8c64b27412cf13fa2953733b0492a6b18f1add73079347b1a,c2c91883eb8e7672d15262c66c398b859987690811d34aa3db8b8443c6bd50e5,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,CODE_NOT_SUPPORTED_FIRST_CLASS_READINESS_METADATA
BY2,B_gnss_downsample_every2,downsample,,B_gnss_downsample_every2,G04_GO2_RP_HVEL,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,b1114bbbb61d728a46851a2daaf5714c6afa48fe1814791c55ad21c80cd1c678,c2c91883eb8e7672d15262c66c398b859987690811d34aa3db8b8443c6bd50e5,False,False,False,False,False,False,True,6f86a5bf3b08a830d92bbb2250ef090b8046d16b40987752bd4fcfbb45547b2d,137.0,137.0,0.0,False,official,0.4763042195349518,1.291573168161972,1.200539686628124,,1.0502960932027432,1.5242879535766376,2.3550388866574807,56643.0,66.0,339.997055769,820.0,0.0,718.0,
BY2,B_gnss_downsample_every2,downsample,,B_gnss_downsample_every2,G05_GO2_FULL_AUX,SA04_N6B_POLICY,False,BLOCKED_WITH_PROOF,,d61e1f0e12fc2c322af90444265c8eaa9b42ce43063abbeba8132af64b48f569,c2c91883eb8e7672d15262c66c398b859987690811d34aa3db8b8443c6bd50e5,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,CODE_NOT_SUPPORTED_FIRST_CLASS_READINESS_METADATA
BY2,B_gnss_downsample_every5,downsample,,B_gnss_downsample_every5,G00_NO_GO2,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,11ce1740c2409c0087dadc96bca262fd6d603fe593442103777431fe8c73edaa,d2c1f145d92bb328cc95630ade5cbca09c539209178c61966becc0635b09dcd0,False,False,False,False,False,False,True,88a29c08d3f34b8f8699002a67de3c83a9921ca046e105c9caacecc67b52c76a,0.0,0.0,0.0,False,official,1.6417231996354151,2.921087074170205,2.4160907745080906,,1.178684335803147,1.5926181749732458,2.403158565842461,56643.0,66.0,339.997055769,215.0,0.0,188.0,
BY2,B_gnss_downsample_every5,downsample,,B_gnss_downsample_every5,G01_GO2_RP_ONLY,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,0c6d89afe930ce8515d85782b2ad7582bb9dd56b5b071ad321d7bd8a91f99518,d2c1f145d92bb328cc95630ade5cbca09c539209178c61966becc0635b09dcd0,False,False,False,False,False,False,True,6ec46bc2c11e539104d215224ffa955f5ff7e198d81e5e1f9707b1b997b0188b,54.0,0.0,0.0,False,official,1.6386712086719792,2.919489964095427,2.4162322571150794,,1.1722383847652846,1.582461693195823,2.426793862615232,56643.0,66.0,339.997055769,269.0,0.0,243.0,
BY2,B_gnss_downsample_every5,downsample,,B_gnss_downsample_every5,G02_GO2_HVEL_ONLY,SA04_N6B_POLICY,True,COMPLETED_EVALUABLE,0.0,db926a863e27474f34d0b29faf48db11b5ead35dfda591cead76bea492bfb482,d2c1f145d92bb328cc95630ade5cbca09c539209178c61966becc0635b09dcd0,False,False,False,False,False,False,True,4d64974f66ae1c0a7902ab09e7c5e41aebb8f862c33cf9d49a0ce830dec0da8f,0.0,54.0,0.0,False,official,1.6412557087537687,2.920832340875185,2.416100424648276,,1.1786096197170095,1.5923482731908354,2.4028363081948645,56643.0,66.0,339.997055769,269.0,0.0,242.0,
